"","State","total_pop","median_income","pct_bachelors","pct_age_20_34","pct_urban","pct_rural","pct_poverty","pct_male","unemployment_rate","pct_white","pct_black","pct_asian","pct_hispanic","median_age","pct_broadband","gini","pct_rent","pct_own"
"20","Maine",1405012,76442,0.371109589210721,0.0540329904655619,0.386321813853764,0.613678186146236,0.105985866398573,0.493012159326753,0.0272315581897051,0.896816539645213,0.020814768841832,0.0133763982086986,0.023394106242509,44.9,0.923679569595358,0.4566,0.266800490869343,0.733199509130657
"21","Maryland",6263220,102905,0.446892888911905,0.060154521156849,0.856170992018421,0.143829007981579,0.0906489530116878,0.485076685794208,0.0434563758389262,0.468993584769496,0.291403144069664,0.0693580937600787,0.132671054186185,39.8,0.944199910551954,0.4559,0.321990893622621,0.678009106377379
"22","Massachusetts",7136171,104828,0.482736480907278,0.0693691336712643,0.912798116962121,0.0872018830378794,0.0971882451125829,0.487816085124642,0.040706371215408,0.667182582928576,0.0685928069829044,0.0772934112705539,0.139962313122822,40.1,0.943799994628603,0.482,0.376167395339041,0.623832604660959
"23","Michigan",10140459,72389,0.33326044704964,0.0663020283401373,0.734743951548282,0.265256048451718,0.134452654924705,0.49460699954509,0.0449970102337107,0.730438533403665,0.130167381969593,0.0374693098211826,0.0613217804046148,40.4,0.928084291530884,0.4679,0.265409929753023,0.734590070246977
"24","Minnesota",5793151,87117,0.400304335271002,0.0634185092016417,0.71878705208487,0.28121294791513,0.0933292104255504,0.500223453522962,0.0371834423690194,0.759342368255203,0.0756968012744705,0.0525040690291001,0.0670507293871677,39.2,0.928587204593978,0.4521,0.283910923136679,0.716089076863321
"25","Mississippi",2943045,59127,0.270174662054182,0.067271482427214,0.462904711106248,0.537095288893752,0.178123267774823,0.482935191272984,0.046047512310694,0.555636763963854,0.358802192966808,0.0123141168415706,0.0402742737538842,39.3,0.883347355718159,0.4766,0.294901800814148,0.705098199185852
"26","Missouri",6245466,71589,0.33471607800288,0.0670585669668204,0.694674806938782,0.305325193061218,0.122632050705786,0.493167043099746,0.0325019147947717,0.775880614833225,0.10469611074658,0.0226801330757385,0.0555122708217449,39.4,0.912973950197484,0.4634,0.314371554171199,0.685628445828801
"27","Montana",1137233,75340,0.363352240562663,0.0649084224604808,0.534185247527035,0.465814752472965,0.102255698611753,0.506006244982339,0.0296261358777901,0.846271608368734,0.0030908353872953,0.00827007306330365,0.0488079399736026,41.3,0.914928323322267,0.4581,0.31397434011186,0.68602565988814
"28","Nebraska",2005466,76376,0.353588728428475,0.0714562101775847,0.73005357113725,0.26994642886275,0.108736176305567,0.503438602299914,0.0340018468313163,0.76630618519586,0.0479245222806071,0.0276145294909014,0.13539197373578,37.4,0.919345834769397,0.4458,0.333241506191657,0.666758493808343
"29","Nevada",3267467,81134,0.28528910629048,0.0580259877146426,0.940923090599991,0.0590769094000091,0.115781050728675,0.504157807867685,0.0628302798451012,0.48017960089574,0.0951489334092739,0.0945120486297184,0.305872102151299,39.5,0.951109227757935,0.4653,0.398798151623383,0.601201848376617
"30","New Hampshire",1409032,99782,0.415183495739546,0.0590994384797506,0.58323273049061,0.41676726950939,0.0720480827198159,0.498349931016471,0.0277651411761138,0.875592605419891,0.0150975989189742,0.0268602842234953,0.0503267491440932,43.6,0.952907800921342,0.4478,0.274307021863046,0.725692978136954
"31","New Jersey",9500851,104294,0.445471055584514,0.0608091843562224,0.937537369493403,0.0624626305065974,0.0919579936363791,0.492335581307401,0.0540641655211337,0.523362275652992,0.129011390663847,0.106650235857819,0.234659400510544,40.1,0.947985916256013,0.4714,0.360932339788665,0.639067660211335
"32","New Mexico",2130256,67816,0.317830975903322,0.0681772519359176,0.745471357558505,0.254528642441495,0.16419404111034,0.500127684184436,0.0526778424079599,0.46351377487025,0.0234948287905303,0.02001825132754,0.491139562569006,39.9,0.905303569553193,0.4722,0.289373023559751,0.710626976440249
"33","New York",19867248,85820,0.412171481253667,0.063898432233795,0.874459099038876,0.125540900961124,0.139713023104673,0.488472786970797,0.0532224787334596,0.543302977845749,0.142351220460931,0.0953252810857347,0.202307234499715,40.1,0.930986600279967,0.5186,0.456753857973238,0.543246142026762
"34","North Carolina",11046024,73958,0.3714008463981,0.0679254363379982,0.667158553738974,0.332841446261026,0.125482468770931,0.488503103016977,0.0398859125290051,0.608377548337755,0.19820045656247,0.0362721464302449,0.119913735476222,39.4,0.931755449242376,0.4782,0.331745307703411,0.668254692296589
"35","North Dakota",796568,77871,0.33951725851631,0.0773304978357152,0.609668409716928,0.390331590283072,0.11128288818181,0.513093671852246,0.0191021095861561,0.819981470508481,0.0375397957236545,0.0193530244749977,0.0500308824858644,36.7,0.907067385367667,0.457,0.388381635950301,0.611618364049699
"36","Ohio",11883304,72212,0.323511778910522,0.0635758371577467,0.762840685428674,0.237159314571326,0.126727480447225,0.493750643760355,0.0399115488848837,0.759880501247801,0.121569051839455,0.0276200120774492,0.0510744318246844,39.8,0.92223088692522,0.4631,0.320025350342299,0.679974649657701
"37","Oklahoma",4095393,66148,0.293193421637375,0.0701014530229455,0.646219470706451,0.353780529293549,0.149081145503679,0.498165133358386,0.0468358606841508,0.641435632673104,0.06582591707316,0.0255106164414502,0.134596606479525,37.4,0.921351733564126,0.4696,0.343299570755505,0.656700429244495
"38","Oregon",4272371,85220,0.37843202149271,0.060791068940408,0.804998329107328,0.195001670892672,0.117864210641138,0.498132535774632,0.0485402225105556,0.734844422453013,0.0193747219050031,0.0494404629185995,0.155122296261256,40.8,0.936693860468849,0.4557,0.368844846268066,0.631155153731934
"39","Pennsylvania",13078751,77545,0.36366766303072,0.0623834798903963,0.764538903458512,0.235461096541488,0.115776120959588,0.493085463588993,0.0434524202407709,0.734955654404614,0.105373058941179,0.0417672910815413,0.0942457731628961,41.2,0.921034540382907,0.4747,0.307320555851066,0.692679444148934
"40","Rhode Island",1112308,83504,0.390030988495364,0.0682454859625212,0.910524987265111,0.0894750127348892,0.121662252898198,0.492103805780413,0.0504146442616152,0.685385702521244,0.0555277854694923,0.037539062921421,0.187876019951308,41,0.934374707239058,0.4717,0.365006535539505,0.634993464460495
"41","South Carolina",5478831,72350,0.33333254919919,0.0634482063783314,0.679480308884081,0.320519691115919,0.132599589842371,0.487524437238528,0.0450348853702916,0.631888262295369,0.236354434002436,0.0200237970472168,0.0792535852994918,40.7,0.929054519117005,0.4662,0.276906189689998,0.723093810310002
"42","South Dakota",924669,76881,0.341816729130301,0.0631555724264575,0.572195649550508,0.427804350449492,0.104119014847832,0.513655156601984,0.0280759936503443,0.799277363034772,0.0202775263364512,0.0170612402924722,0.0486087453997052,38.7,0.912762684997724,0.4433,0.317089630710799,0.682910369289201
"43","Tennessee",7227750,71997,0.324173961354997,0.0664354743869116,0.662333667108485,0.337666332891515,0.134601236749816,0.490458303068036,0.0422699141984561,0.719591020718758,0.149972121337899,0.0201935595448099,0.0784253744249594,39.1,0.924921596645685,0.4747,0.331798898170389,0.668201101829611
"44","Texas",31290831,79721,0.351638305737986,0.0694786597390143,0.837202752191118,0.162797247808882,0.134090929264823,0.49882062895677,0.048348210340587,0.472349328146638,0.123452873463156,0.0612881773577698,0.402747533294977,35.9,0.936942308617755,0.4792,0.37685406578945,0.62314593421055
"45","Utah",3503613,96658,0.391175661943782,0.0874363121726058,0.897814107768149,0.102185892231851,0.0832570456549434,0.5075106754085,0.0377717427657895,0.774831580999386,0.0123355519002812,0.0273269336539167,0.169086026339096,32.5,0.940568780879885,0.4222,0.304289496702206,0.695710503297794
"46","Vermont",648493,82730,0.450961005339973,0.0639451775115537,0.351202111100226,0.648797888899774,0.0901593965906218,0.493709261318164,0.0266740373447691,0.901058299781185,0.00967782227410319,0.0205753955709622,0.0268329804639372,43.9,0.927462283048734,0.4551,0.267664280611316,0.732335719388684
"47","Virginia",8811195,92090,0.433413470819071,0.065838288677075,0.756345238827615,0.243654761172385,0.0974911735855481,0.494443829696199,0.0362029127996683,0.592939209721269,0.182211947414624,0.0717537178555236,0.115515886324159,39.4,0.928074247957633,0.4691,0.328775896143776,0.671224103856224
"48","Washington",7958180,99389,0.410171252215234,0.0616117001626,0.833718458807667,0.166281541192333,0.0993222867107273,0.503880158528709,0.048725611460559,0.640053881666411,0.0409749465330013,0.107183426361304,0.150099897212679,38.7,0.949777152092119,0.4725,0.371120363122143,0.628879636877857
"49","West Virginia",1769979,60798,0.243779996516089,0.0613086369951282,0.44647926427595,0.55352073572405,0.167361240006024,0.498035287424314,0.0463449154165496,0.893952979103142,0.0321749580079764,0.0070627956602875,0.0231652465933212,42.9,0.893993304897144,0.4668,0.244890934614762,0.755109065385238
"50","Wisconsin",5960975,77488,0.345559811323197,0.0673242212893025,0.670831383517162,0.329168616482838,0.103284405831996,0.500609044661318,0.0305065625311751,0.795503923435344,0.0611123180352207,0.0312266030305445,0.083862790902495,40.7,0.923207970343934,0.4419,0.320161186621321,0.679838813378679
"51","Wyoming",587618,75532,0.322833606941839,0.0633864177067415,0.62017748083994,0.37982251916006,0.10095231141522,0.512780411764105,0.0342795476633934,0.833027579141551,0.00782651314289215,0.0099009900990099,0.110667134090515,40.2,0.899223142624147,0.4609,0.2832973713269,0.7167026286731
"52","Puerto Rico",3203295,27213,0.29699657958086,0.0663738431833471,0.918753427550782,0.0812465724492175,0.373084422525393,0.473538028810959,0.0844772146684391,0.226838302435461,0.0547576792021965,0.00170668015278018,0.98877093742537,45.4,0.8625593408707,0.5338,0.307064410446086,0.692935589553914
